id,customer_name,sentiment,csat_score,call_timestamp,reason,channel,response_time,call_duration_in_minutes,call_center,agent_id
NZS-71570668-3-107997-oB,Nikoletta Troak,Neutral,8,10/10/2023,Billing Question,Chatbot,Below SLA,10,Los Angeles/CA,421
ZQO-31858776-v-851911-bo,Kandace Edscer,Negative,,10/29/2023,Billing Question,Web,Within SLA,39,Los Angeles/CA,420
NLD-55412657-h-630053-k0,Pavel Pudney,Negative,,10/17/2023,Billing Question,Email,Within SLA,27,Denver/CO,304
FQL-73166513-f-183475-uz,Ferdy Monnoyer,Very Positive,,10/11/2023,Billing Question,Web,Above SLA,23,Baltimore/MD,155
ZGF-71549549-C-637770-5p,Trudi Urwen,Negative,5,10/18/2023,Billing Question,Call-Center,Above SLA,24,Los Angeles/CA,407
IAS-06724807-4-879847-6X,Caroljean Nelius,Negative,,10/19/2023,Billing Question,Web,Within SLA,34,Los Angeles/CA,412
LKB-61925576-d-771083-Ca,Terrence Cockings,Neutral,,10/1/2023,Billing Question,Email,Below SLA,9,Los Angeles/CA,425
VCA-36830881-D-406032-Kx,Wyatan Baggallay,Positive,9,10/9/2023,Payments,Call-Center,Below SLA,12,Baltimore/MD,108
PDV-54303257-X-158098-z5,Walker Northeast,Neutral,,10/27/2023,Payments,Call-Center,Above SLA,9,Los Angeles/CA,440
HZH-26500007-p-597240-vU,Appolonia Glyssanne,Very Positive,,10/15/2023,Billing Question,Chatbot,Below SLA,33,Los Angeles/CA,419
BKG-63601410-L-734519-Aq,Pearla Fabry,Neutral,8,10/2/2023,Billing Question,Web,Within SLA,15,Baltimore/MD,140
LDZ-68484169-Y-153969-FZ,Imogene Aslet,Neutral,6,10/13/2023,Billing Question,Email,Within SLA,22,Baltimore/MD,146
QZK-87128732-E-219318-CQ,Cookie Lezemore,Neutral,6,10/1/2023,Billing Question,Email,Below SLA,23,Chicago/IL,209
USZ-98646538-h-521307-vI,Lettie Casassa,Neutral,8,10/5/2023,Payments,Call-Center,Within SLA,44,Los Angeles/CA,436
OHK-06637611-7-042246-gI,Dolph Antosik,Neutral,8,10/12/2023,Service Outage,Chatbot,Within SLA,18,Denver/CO,328
FJT-86745009-J-555386-Y8,Celinda Spreull,Negative,,10/11/2023,Billing Question,Email,Within SLA,27,Los Angeles/CA,404
QXN-27826242-A-035847-4k,Chris Rosin,Neutral,,10/30/2023,Billing Question,Email,Within SLA,6,Los Angeles/CA,419
LCC-13160024-z-790161-5n,Cristie Schollar,Neutral,7,10/3/2023,Billing Question,Call-Center,Below SLA,38,Chicago/IL,214
GLQ-80876242-W-137184-57,Laure Studdert,Very Negative,,10/15/2023,Billing Question,Web,Within SLA,38,Baltimore/MD,107
YVE-43587746-U-228608-Xb,Debbi Chamney,Negative,6,10/19/2023,Service Outage,Email,Above SLA,14,Los Angeles/CA,414
KXJ-75902748-Q-908188-1S,Eustacia Melby,Negative,6,10/24/2023,Billing Question,Chatbot,Below SLA,45,Los Angeles/CA,439
UDT-60719607-t-605052-oq,Belinda Duran,Positive,,10/2/2023,Billing Question,Email,Above SLA,35,Los Angeles/CA,410
APD-93870529-T-209438-qb,Abigael Cramond,Negative,5,10/19/2023,Billing Question,Chatbot,Within SLA,13,Chicago/IL,212
RAJ-91734525-l-715830-oo,Lauren Loeber,Neutral,,10/8/2023,Billing Question,Chatbot,Below SLA,45,Baltimore/MD,148
EVA-89570796-q-191950-m8,Rachel Schrinel,Very Negative,,10/18/2023,Billing Question,Chatbot,Within SLA,11,Chicago/IL,208
MYT-87160429-y-509854-R5,Moritz Bernaldez,Neutral,5,10/16/2023,Billing Question,Chatbot,Above SLA,30,Baltimore/MD,139
QIG-23053542-O-880673-nm,Theodora Pietruschka,Positive,,10/3/2023,Billing Question,Call-Center,Below SLA,41,Los Angeles/CA,424
UJM-70426698-p-832936-m0,Whit Killingworth,Negative,5,10/20/2023,Service Outage,Email,Within SLA,5,Los Angeles/CA,417
RPH-43440140-Y-415204-2E,Caddric Aidler,Negative,,10/30/2023,Billing Question,Web,Below SLA,42,Los Angeles/CA,413
HUK-49007049-g-656302-1Y,Harper Nesterov,Very Negative,,10/21/2023,Billing Question,Email,Below SLA,14,Baltimore/MD,151
KMV-77178263-k-454558-j4,Jaquenetta Golston,Very Negative,,10/27/2023,Billing Question,Chatbot,Within SLA,41,Denver/CO,329
DYB-57972811-c-969709-4n,Keene Ayto,Negative,,10/2/2023,Service Outage,Web,Above SLA,29,Chicago/IL,215
LIZ-79222849-c-292073-Yu,Fredek Muckle,Neutral,,10/15/2023,Service Outage,Email,Within SLA,12,Baltimore/MD,148
PFY-16828189-i-114708-Ul,Edmon Raisher,Very Negative,4,10/6/2023,Billing Question,Web,Below SLA,21,Denver/CO,310
ZNR-39125181-r-412196-ah,Dimitry Leele,Negative,,10/2/2023,Billing Question,Email,Above SLA,41,Denver/CO,307
PBG-47987762-o-394115-63,Gaelan Grummitt,Neutral,5,10/4/2023,Billing Question,Email,Within SLA,41,Los Angeles/CA,422
ODR-48600834-W-807899-YJ,Cristine Vigus,Negative,4,10/15/2023,Payments,Call-Center,Within SLA,12,Los Angeles/CA,421
GWO-32212467-S-274650-0g,Geneva Adrian,Negative,,10/16/2023,Billing Question,Email,Within SLA,23,Baltimore/MD,154
SRZ-56471091-d-243228-N3,Tish Moralee,Very Positive,10,10/5/2023,Service Outage,Chatbot,Above SLA,31,Baltimore/MD,146
XUN-93680288-r-977279-fu,Dore Bonds,Neutral,6,10/15/2023,Service Outage,Email,Within SLA,24,Denver/CO,318
TDE-13719092-p-730618-CY,Lincoln Pawlaczyk,Positive,,10/21/2023,Billing Question,Email,Within SLA,26,Chicago/IL,226
QKS-88268345-0-265937-1f,Ram Tomczykowski,Negative,,10/20/2023,Billing Question,Web,Within SLA,29,Baltimore/MD,134
KTH-03115655-X-451274-1e,Thurstan Nern,Neutral,7,10/12/2023,Billing Question,Chatbot,Within SLA,45,Baltimore/MD,132
MMO-83167052-N-721737-2a,Cora Rimell,Negative,5,10/26/2023,Billing Question,Chatbot,Within SLA,11,Chicago/IL,220
XQV-11752071-w-491166-bj,Carrie Goodchild,Neutral,5,10/27/2023,Payments,Call-Center,Within SLA,39,Baltimore/MD,121
EYT-79607157-a-199430-mD,Northrup Dowe,Neutral,,10/6/2023,Billing Question,Email,Within SLA,40,Los Angeles/CA,440
RCJ-36856841-h-152247-Mc,Bennie Hiddersley,Positive,7,10/5/2023,Billing Question,Web,Within SLA,26,Baltimore/MD,144
XQR-68646904-W-574378-5i,Mason Hellin,Positive,,10/23/2023,Service Outage,Chatbot,Below SLA,7,Los Angeles/CA,420
EOB-15792746-N-675768-Mc,Alicea Gudgen,Very Negative,,10/2/2023,Service Outage,Chatbot,Above SLA,26,Baltimore/MD,123
GOO-88742303-3-803719-w4,Carlita MacGilrewy,Neutral,6,10/7/2023,Billing Question,Call-Center,Within SLA,35,Baltimore/MD,118
PTA-06443755-x-911871-yc,Stirling Cammomile,Negative,,10/17/2023,Service Outage,Chatbot,Within SLA,5,Baltimore/MD,140
OCI-97687723-9-934704-r2,Hedwiga Castillon,Neutral,7,10/21/2023,Billing Question,Web,Within SLA,35,Baltimore/MD,120
XJT-75836839-n-950508-UX,Elissa Rossbrook,Negative,6,10/5/2023,Billing Question,Web,Below SLA,29,Baltimore/MD,153
XJT-76550745-5-216675-m7,Jeffie Lackemann,Very Negative,2,10/14/2023,Service Outage,Email,Above SLA,26,Los Angeles/CA,410
XEM-80219566-L-202948-sM,Guinevere Corkhill,Neutral,,10/9/2023,Billing Question,Chatbot,Within SLA,45,Los Angeles/CA,421
WNN-62885242-r-439740-mH,Nathanael Schuler,Very Negative,1,10/22/2023,Billing Question,Call-Center,Within SLA,39,Los Angeles/CA,421
AGA-09317571-s-449599-S8,Lucina Duplock,Neutral,6,10/15/2023,Billing Question,Call-Center,Within SLA,41,Baltimore/MD,116
UFN-33332712-P-965088-fJ,Mill Pink,Positive,,10/28/2023,Billing Question,Web,Within SLA,38,Los Angeles/CA,432
IKW-25527038-X-903534-ES,Torrance Legendre,Neutral,,10/10/2023,Billing Question,Chatbot,Below SLA,36,Baltimore/MD,132
GDA-15305193-a-409201-vJ,Creigh Gergus,Very Negative,,10/22/2023,Billing Question,Email,Within SLA,40,Chicago/IL,211
DSI-22159003-l-592969-1H,Denis McComb,Negative,,10/2/2023,Billing Question,Web,Within SLA,18,Baltimore/MD,153
YLV-20252261-8-894995-gW,Spenser Emery,Neutral,8,10/7/2023,Billing Question,Web,Within SLA,45,Denver/CO,306
XMN-01790765-T-479211-7K,Farica Gosforth,Very Positive,10,10/7/2023,Billing Question,Call-Center,Within SLA,44,Baltimore/MD,147
WHF-62722965-o-980644-XU,Drew Mathy,Negative,5,10/5/2023,Billing Question,Chatbot,Within SLA,37,Baltimore/MD,141
AQM-39597355-9-995635-Vw,Cyndi Bothe,Neutral,,10/26/2023,Billing Question,Call-Center,Below SLA,30,Baltimore/MD,121
NEA-90347077-m-963205-hP,Jolynn Haquard,Positive,9,10/28/2023,Billing Question,Chatbot,Within SLA,30,Los Angeles/CA,419
RIH-61799181-e-579560-JU,Onfre McCann,Neutral,,10/26/2023,Billing Question,Chatbot,Within SLA,13,Los Angeles/CA,415
FZH-03981911-t-402938-cu,Lyndsay Ishak,Negative,,10/27/2023,Service Outage,Chatbot,Above SLA,7,Baltimore/MD,109
ETF-92959297-U-875442-E1,Denni Valerio,Negative,,10/21/2023,Service Outage,Email,Within SLA,21,Baltimore/MD,132
DVG-69122568-k-710631-39,Brenna Madelin,Negative,,10/18/2023,Service Outage,Email,Within SLA,36,Los Angeles/CA,419
OYU-24531116-e-564844-QM,Faulkner Chantree,Neutral,,10/10/2023,Service Outage,Email,Below SLA,23,Los Angeles/CA,427
EDE-08351103-Z-242933-ox,Sauncho Simoens,Very Negative,,10/26/2023,Billing Question,Chatbot,Above SLA,26,Chicago/IL,218
FWK-64053321-E-625712-rG,Talia Leving,Very Negative,4,10/11/2023,Billing Question,Web,Within SLA,5,Chicago/IL,203
RCF-19392491-v-344241-kg,Helene Trayford,Very Negative,,10/11/2023,Payments,Call-Center,Below SLA,8,Denver/CO,323
LXJ-26355262-0-769050-iB,Dorella Woolfall,Very Negative,4,10/19/2023,Billing Question,Web,Within SLA,30,Baltimore/MD,136
BIS-87963637-z-942697-wW,Sibby Shelmardine,Negative,,10/6/2023,Billing Question,Web,Below SLA,30,Chicago/IL,210
NWH-59830253-L-837697-Lb,Timmi Monteath,Neutral,8,10/13/2023,Billing Question,Web,Within SLA,40,Baltimore/MD,101
RCB-74981518-s-558967-N3,Donovan Mander,Positive,8,10/19/2023,Service Outage,Chatbot,Within SLA,31,Baltimore/MD,146
IIS-23573672-i-386346-W2,Ferdinand Bakesef,Very Negative,,10/28/2023,Billing Question,Email,Within SLA,33,Los Angeles/CA,425
VCJ-17228579-k-051520-T2,Ricca Caddell,Negative,,10/27/2023,Billing Question,Web,Within SLA,8,Los Angeles/CA,440
SDK-35707871-r-432110-gu,Gabby Roseby,Negative,,10/29/2023,Billing Question,Email,Within SLA,33,Los Angeles/CA,418
SGZ-40461252-B-276205-qk,Lambert Baxstare,Neutral,,10/6/2023,Billing Question,Email,Within SLA,34,Baltimore/MD,118
DIQ-86463481-A-574596-tL,Alana McInulty,Negative,,10/29/2023,Billing Question,Chatbot,Within SLA,23,Baltimore/MD,132
QXW-98022793-b-833771-dQ,Kasey Genner,Neutral,,10/16/2023,Billing Question,Chatbot,Within SLA,15,Los Angeles/CA,437
VCO-44526947-6-373684-K2,Annmarie Tebboth,Negative,,10/7/2023,Service Outage,Chatbot,Within SLA,16,Los Angeles/CA,409
JDF-09957539-F-365004-oB,Aile Brampton,Positive,8,10/13/2023,Payments,Call-Center,Within SLA,45,Baltimore/MD,107
BZR-93828040-7-136944-kq,Carny Pratt,Negative,6,10/11/2023,Billing Question,Email,Below SLA,42,Chicago/IL,223
XLP-60482171-N-467528-QV,Alexander Birkbeck,Negative,,10/25/2023,Billing Question,Call-Center,Within SLA,34,Los Angeles/CA,422
OSE-55355216-h-312068-zY,Hortensia Luker,Neutral,,10/22/2023,Billing Question,Web,Within SLA,10,Denver/CO,326
EIT-01999705-d-846684-G1,Archy Scrooby,Negative,,10/30/2023,Billing Question,Email,Above SLA,11,Los Angeles/CA,403
HNU-32732220-y-216557-gp,Gardener Dust,Neutral,,10/16/2023,Billing Question,Call-Center,Within SLA,8,Chicago/IL,218
EKI-21658641-w-838591-H4,Gabbi Galiero,Positive,,10/10/2023,Billing Question,Web,Within SLA,41,Denver/CO,305
PUO-04856723-V-856437-a1,Marylinda Shwenn,Negative,3,10/9/2023,Service Outage,Chatbot,Within SLA,33,Los Angeles/CA,420
IKH-61775203-v-672252-ca,Ansell Furlong,Very Negative,,10/11/2023,Payments,Call-Center,Within SLA,34,Baltimore/MD,112
GWI-68034179-i-831335-Gr,Pandora Johnstone,Neutral,7,10/21/2023,Billing Question,Web,Within SLA,19,Baltimore/MD,106
CQI-28778141-k-049491-DK,Ingrim Pitcaithley,Positive,,10/15/2023,Payments,Call-Center,Within SLA,22,Baltimore/MD,117
HMM-41148539-2-358641-ux,Harris Harlett,Negative,,10/17/2023,Billing Question,Email,Below SLA,5,Los Angeles/CA,402
XJJ-19602025-o-647505-mZ,Giustina De Bruijne,Negative,,10/10/2023,Billing Question,Email,Below SLA,30,Baltimore/MD,136
UWF-40195941-i-796736-sb,Rafe Mehew,Neutral,,10/2/2023,Billing Question,Email,Within SLA,14,Los Angeles/CA,422
OWJ-26527160-b-014803-bd,Alasdair Fone,Negative,,10/28/2023,Service Outage,Chatbot,Below SLA,31,Los Angeles/CA,416
YSU-24620250-o-429134-HV,Merell Twiggins,Negative,5,10/28/2023,Billing Question,Chatbot,Within SLA,31,Los Angeles/CA,418
BLP-54731249-U-690963-rI,Ainsley Whitfield,Positive,,10/24/2023,Billing Question,Email,Within SLA,17,Chicago/IL,204
LJI-83525755-U-527172-d9,Bryant Harris,Negative,,10/1/2023,Billing Question,Email,Within SLA,11,Los Angeles/CA,422
AHF-92860554-C-888345-Lc,Antonio Hizir,Neutral,,10/19/2023,Billing Question,Email,Within SLA,25,Chicago/IL,209
YJB-04777932-6-181382-Yk,Selene Beeching,Negative,3,10/16/2023,Payments,Call-Center,Below SLA,38,Los Angeles/CA,418
UMZ-44081688-9-308128-Vo,Robinetta Leebeter,Positive,9,10/16/2023,Billing Question,Call-Center,Above SLA,29,Baltimore/MD,113
ZXZ-39162473-r-699931-uY,Adara Gopsall,Very Negative,,10/15/2023,Billing Question,Call-Center,Within SLA,11,Denver/CO,328
JYU-89608181-V-666641-2I,Karna Stoddart,Negative,3,10/16/2023,Billing Question,Call-Center,Within SLA,15,Los Angeles/CA,426
VAT-18557648-V-348564-bE,Elane Songhurst,Very Negative,4,10/3/2023,Service Outage,Email,Within SLA,17,Baltimore/MD,132
WCZ-95263579-B-004700-c6,Sharron Yurinov,Negative,,10/25/2023,Service Outage,Chatbot,Below SLA,32,Chicago/IL,207
ZIJ-17698990-b-410671-7S,Modestia Dickson,Neutral,8,10/17/2023,Service Outage,Chatbot,Within SLA,38,Baltimore/MD,151
EUJ-48207026-7-272244-af,Harley Breddy,Very Negative,,10/8/2023,Billing Question,Call-Center,Within SLA,6,Chicago/IL,224
MEN-72174907-m-631122-qy,Dixie Antoinet,Negative,3,10/6/2023,Payments,Call-Center,Above SLA,40,Baltimore/MD,124
XCF-15992751-d-405607-jE,Jan Briers,Neutral,,10/10/2023,Billing Question,Call-Center,Within SLA,43,Baltimore/MD,104
VSW-29107312-3-771342-rB,Gaylord Copcott,Negative,3,10/11/2023,Billing Question,Chatbot,Below SLA,32,Chicago/IL,216
JVP-03516075-m-233300-1M,Leda Nagle,Negative,,10/29/2023,Service Outage,Chatbot,Within SLA,36,Los Angeles/CA,411
XRL-14606194-q-021534-Zp,Heda McCotter,Negative,5,10/13/2023,Billing Question,Email,Above SLA,44,Baltimore/MD,107
PUH-78177107-m-640973-L7,Dallas Cullabine,Neutral,,10/24/2023,Billing Question,Email,Below SLA,40,Chicago/IL,211
PWW-32281305-W-371253-S7,Collette Geertz,Negative,6,10/22/2023,Billing Question,Chatbot,Below SLA,42,Baltimore/MD,125
YTI-57194406-M-512247-7O,Sandra Holtaway,Neutral,7,10/17/2023,Service Outage,Chatbot,Within SLA,10,Los Angeles/CA,417
WBT-76402035-c-397071-Gt,Ulrick Wansbury,Negative,,10/16/2023,Billing Question,Chatbot,Within SLA,26,Baltimore/MD,145
CPE-62136667-x-150580-cE,Sloane Andrasch,Neutral,8,10/5/2023,Billing Question,Call-Center,Within SLA,17,Los Angeles/CA,422
CMG-17321330-1-122562-k8,Dionisio Letteresse,Negative,,10/26/2023,Payments,Call-Center,Within SLA,30,Chicago/IL,218
PZW-10048485-h-667346-ZT,Juliane Renzo,Negative,,10/5/2023,Billing Question,Email,Below SLA,17,Los Angeles/CA,417
UBV-13738003-L-539773-q7,Dixie Mahmood,Neutral,,10/4/2023,Billing Question,Email,Within SLA,39,Baltimore/MD,124
BMM-33755783-e-162280-fR,Clary Minghella,Neutral,,10/1/2023,Payments,Call-Center,Within SLA,12,Baltimore/MD,154
RMS-21325317-Y-990394-3p,Ellary Hunn,Very Negative,3,10/23/2023,Billing Question,Call-Center,Below SLA,8,Chicago/IL,222
HVM-00408282-L-566497-QP,Lenette McTurley,Negative,,10/15/2023,Billing Question,Email,Within SLA,30,Baltimore/MD,155
OVG-57417887-M-426949-ac,Nannette Otham,Neutral,,10/1/2023,Service Outage,Chatbot,Within SLA,41,Los Angeles/CA,410
DMA-96473858-H-875071-5N,Jordon Gedney,Very Positive,,10/15/2023,Billing Question,Web,Below SLA,10,Baltimore/MD,145
LCU-49730586-e-253416-E7,Rebe Offner,Very Positive,,10/19/2023,Payments,Call-Center,Within SLA,6,Los Angeles/CA,411
IQU-65323648-3-043448-4a,Evvie Dowse,Positive,,10/9/2023,Payments,Call-Center,Within SLA,41,Chicago/IL,203
NLD-35345563-m-961094-ww,Prue Vennard,Negative,4,10/25/2023,Billing Question,Web,Within SLA,9,Los Angeles/CA,410
PMR-24256459-d-774462-99,Peter Tezure,Negative,,10/19/2023,Billing Question,Email,Within SLA,22,Baltimore/MD,111
XKG-82965823-u-708886-lD,Adriana Rodson,Negative,,10/24/2023,Billing Question,Web,Within SLA,32,Denver/CO,325
ABQ-69786369-l-190368-ZA,Dewie Krzyzaniak,Neutral,,10/24/2023,Billing Question,Email,Within SLA,11,Baltimore/MD,118
UGM-45743027-J-268470-Qr,Burgess Thornber,Neutral,7,10/15/2023,Billing Question,Email,Within SLA,43,Chicago/IL,218
PGX-93529480-o-532284-30,Sandy Burlingame,Very Negative,4,10/16/2023,Billing Question,Email,Within SLA,44,Los Angeles/CA,406
FWR-86620061-B-784099-M4,Tandie Rawes,Very Negative,,10/3/2023,Service Outage,Chatbot,Within SLA,12,Los Angeles/CA,437
ZEF-33084164-u-844118-EI,Edik Dowzell,Neutral,5,10/28/2023,Billing Question,Chatbot,Within SLA,24,Baltimore/MD,109
ZAN-56660059-U-521560-MK,Laural Kinneally,Negative,5,10/5/2023,Billing Question,Call-Center,Below SLA,29,Baltimore/MD,150
KTY-39104808-q-877977-YW,Parsifal Pettett,Very Negative,4,10/22/2023,Billing Question,Email,Below SLA,24,Los Angeles/CA,412
SMX-73693755-f-288395-zk,Sapphire Peebles,Very Positive,,10/29/2023,Billing Question,Chatbot,Below SLA,39,Baltimore/MD,128
POG-24911912-E-515712-3t,Sig Maggill'Andreis,Very Negative,,10/6/2023,Billing Question,Web,Within SLA,39,Baltimore/MD,120
JAN-20258977-o-846508-bY,Eamon Caldes,Neutral,5,10/8/2023,Service Outage,Chatbot,Within SLA,19,Los Angeles/CA,406
YJI-97273244-W-341782-eA,Merill Hatterslay,Very Negative,,10/12/2023,Billing Question,Web,Within SLA,37,Chicago/IL,206
UPV-08227367-D-493376-HQ,Cherin Udale,Positive,,10/5/2023,Billing Question,Chatbot,Within SLA,38,Denver/CO,303
VQV-41168033-N-807616-x2,Leona Maggi,Neutral,5,10/12/2023,Billing Question,Web,Within SLA,43,Los Angeles/CA,427
CHV-69000446-t-684402-dF,Meggi Jakov,Very Positive,,10/27/2023,Billing Question,Email,Within SLA,20,Los Angeles/CA,437
OKA-02633053-5-305331-v3,Queenie Mager,Very Negative,1,10/28/2023,Billing Question,Call-Center,Below SLA,28,Denver/CO,301
TGJ-48749720-T-509256-os,Vin Eustes,Negative,3,10/26/2023,Payments,Call-Center,Within SLA,41,Baltimore/MD,155
NAB-31784691-s-193717-Ij,Sabra Prati,Very Negative,,10/13/2023,Billing Question,Email,Below SLA,25,Los Angeles/CA,420
EZU-56735983-p-163293-IW,Elka Anthill,Very Negative,,10/29/2023,Billing Question,Call-Center,Below SLA,23,Los Angeles/CA,415
ZOY-94700510-k-027944-Jq,Farrah Dossit,Positive,9,10/6/2023,Billing Question,Email,Above SLA,42,Los Angeles/CA,427
PCM-44429251-I-804324-JV,Kira Retallack,Negative,,10/29/2023,Billing Question,Web,Below SLA,26,Los Angeles/CA,409
IVD-90538148-G-790814-ih,Shelden Lawday,Positive,,10/16/2023,Billing Question,Email,Within SLA,25,Baltimore/MD,145
BTS-93740670-B-591997-BG,Joellen Downage,Neutral,,10/3/2023,Payments,Call-Center,Above SLA,13,Chicago/IL,225
AIV-70264825-g-336031-Yb,Gerry Strevens,Neutral,7,10/13/2023,Billing Question,Chatbot,Below SLA,37,Los Angeles/CA,438
ERK-69530524-Y-083597-7z,Huey Bramham,Neutral,5,10/22/2023,Billing Question,Web,Within SLA,23,Los Angeles/CA,428
UOQ-93752584-A-178469-Pb,Nanny Fundell,Very Negative,1,10/17/2023,Billing Question,Call-Center,Below SLA,24,Baltimore/MD,131
DYX-72915057-O-366306-Y7,Nickey Clemon,Very Positive,,10/7/2023,Payments,Call-Center,Within SLA,26,Baltimore/MD,131
ALY-59907312-l-938544-9D,Olag Rannie,Negative,,10/28/2023,Billing Question,Email,Within SLA,16,Baltimore/MD,116
XII-12769483-Z-592452-9J,Pamela Esch,Very Positive,9,10/27/2023,Billing Question,Web,Within SLA,24,Chicago/IL,210
GNJ-20075963-j-945884-vs,Kira Dare,Very Negative,,10/22/2023,Billing Question,Email,Within SLA,6,Baltimore/MD,114
QFP-03463386-m-865831-R2,Barrie O'Corrane,Very Positive,9,10/14/2023,Billing Question,Web,Within SLA,29,Baltimore/MD,123
ZHG-96576124-u-200810-Ph,Mable Kochs,Neutral,7,10/6/2023,Billing Question,Email,Within SLA,18,Baltimore/MD,139
TYB-32474201-6-756482-mE,Garwin Summersett,Very Negative,1,10/25/2023,Billing Question,Chatbot,Below SLA,42,Los Angeles/CA,420
GDZ-99574088-c-463564-gw,Georgie Eddison,Negative,,10/1/2023,Billing Question,Web,Within SLA,41,Baltimore/MD,118
HAV-69504135-G-670672-Bw,Alla Boays,Very Negative,4,10/13/2023,Billing Question,Web,Below SLA,30,Denver/CO,322
LKC-73133302-g-167830-mO,Brade Mottini,Very Negative,,10/28/2023,Billing Question,Chatbot,Below SLA,38,Denver/CO,322
SDL-69258590-7-365909-gl,Paige Morch,Neutral,,10/21/2023,Billing Question,Email,Within SLA,7,Los Angeles/CA,403
QBY-38263196-Q-581724-Go,Bibbye Navaro,Neutral,7,10/15/2023,Service Outage,Chatbot,Within SLA,13,Los Angeles/CA,411
ENU-72262627-5-285161-PY,Teresa McGonagle,Negative,,10/22/2023,Billing Question,Email,Above SLA,45,Baltimore/MD,152
QWV-59435652-b-707973-1N,Maurene Loddon,Negative,,10/20/2023,Billing Question,Email,Within SLA,18,Los Angeles/CA,403
IDQ-80087382-8-084550-Bx,Wells Kadar,Neutral,,10/29/2023,Billing Question,Chatbot,Within SLA,10,Chicago/IL,226
GVA-93789001-C-320076-i7,Valry Wakenshaw,Negative,5,10/11/2023,Payments,Call-Center,Within SLA,9,Chicago/IL,229
YII-35995430-K-049382-5S,Joshuah Miroy,Negative,6,10/23/2023,Billing Question,Call-Center,Below SLA,33,Los Angeles/CA,412
CCG-87646114-t-846875-CN,Jonathan Kleinlerer,Negative,,10/17/2023,Payments,Call-Center,Within SLA,7,Baltimore/MD,144
RMQ-50090050-7-018372-zD,Ally Chatel,Neutral,,10/30/2023,Billing Question,Email,Within SLA,25,Los Angeles/CA,422
SDE-56072080-Q-779906-e3,Haroun Ford,Negative,5,10/26/2023,Billing Question,Chatbot,Within SLA,39,Los Angeles/CA,420
XMP-07613331-3-282147-tq,Borg Raimbauld,Negative,,10/18/2023,Billing Question,Web,Below SLA,34,Baltimore/MD,119
BOG-03764894-B-452849-I1,Ennis Sarath,Negative,,10/10/2023,Billing Question,Chatbot,Within SLA,6,Denver/CO,325
LTP-02566805-Q-610912-0k,Octavius Workman,Very Negative,3,10/13/2023,Billing Question,Call-Center,Below SLA,43,Los Angeles/CA,429
AOL-76338258-4-791908-Sz,Suzanne Speck,Negative,,10/22/2023,Billing Question,Chatbot,Below SLA,30,Denver/CO,317
AKZ-74297857-2-857061-nu,Sanson Chanders,Negative,,10/29/2023,Billing Question,Web,Above SLA,8,Los Angeles/CA,438
NRN-15650168-O-502430-Vx,Crosby Vedntyev,Very Negative,,10/28/2023,Service Outage,Web,Within SLA,15,Baltimore/MD,148
ILK-72560856-c-180051-k3,Ritchie O' Borne,Neutral,6,10/9/2023,Billing Question,Web,Below SLA,33,Los Angeles/CA,431
ZHU-93869006-t-559893-lW,Anjela Beeton,Positive,,10/10/2023,Payments,Call-Center,Within SLA,28,Baltimore/MD,129
UIC-84445755-l-889453-AW,Bruis Pattle,Neutral,6,10/25/2023,Service Outage,Email,Above SLA,20,Baltimore/MD,155
AEU-51951105-v-000900-rx,Chicky Gurys,Positive,9,10/10/2023,Payments,Call-Center,Within SLA,27,Los Angeles/CA,438
UZW-39240926-e-834676-ux,Cob Tedder,Neutral,8,10/15/2023,Billing Question,Call-Center,Within SLA,39,Baltimore/MD,145
ROG-84489622-U-771840-qL,Gae Swainger,Neutral,,10/7/2023,Payments,Call-Center,Within SLA,20,Baltimore/MD,123
AMG-62668121-W-407758-uT,Aubrey McGrowther,Positive,9,10/12/2023,Billing Question,Chatbot,Below SLA,13,Chicago/IL,223
CSG-90257261-N-913192-42,Valina Bray,Negative,4,10/15/2023,Billing Question,Chatbot,Below SLA,21,Los Angeles/CA,401
EUK-12453018-J-220790-fN,Rayner De Micoli,Positive,,10/6/2023,Billing Question,Chatbot,Within SLA,42,Chicago/IL,222
RVU-43493798-S-355566-Es,Maire Stickel,Neutral,8,10/28/2023,Billing Question,Call-Center,Below SLA,31,Chicago/IL,210
SZK-61928849-a-474074-Vb,Clair Peskett,Very Negative,,10/9/2023,Billing Question,Web,Within SLA,9,Baltimore/MD,101
YSO-28540783-g-855377-ZT,Briana Demanche,Very Negative,,10/27/2023,Service Outage,Web,Within SLA,22,Los Angeles/CA,412
CDW-72668619-1-512443-t0,Marrissa Enrrico,Neutral,,10/22/2023,Billing Question,Web,Below SLA,14,Baltimore/MD,114
UTZ-35821107-l-925728-9s,Evelina Gobell,Very Negative,1,10/30/2023,Billing Question,Email,Above SLA,10,Baltimore/MD,149
TTT-51285981-G-459895-kh,Gaby De Cruz,Very Negative,,10/27/2023,Billing Question,Email,Below SLA,21,Baltimore/MD,126
DDR-48784771-m-082241-Oo,Fee Kindred,Neutral,6,10/3/2023,Billing Question,Call-Center,Below SLA,27,Baltimore/MD,155
XOM-70684709-N-413767-hJ,Ilka Mainstone,Very Negative,,10/16/2023,Billing Question,Chatbot,Below SLA,19,Baltimore/MD,145
WWA-12467329-8-364635-AM,Anjela Durtnell,Neutral,7,10/6/2023,Billing Question,Email,Within SLA,17,Los Angeles/CA,437
